"","site_brom.id","site","trt.name","mu.scalar","k.scalar","intended.mu","intended.k","temporal.block","maxvol","leaf.number","mean.diam","catchment.area","turbidity.initial","oxygen.percent.initial","oxygen.conc.initial","ph.initial","chlorophyll.initial","bacteria.per.ml..initial","amoeba.per.ml.initial","algae.per.ml.initial","ciliates.per.ml.initial","flagellates.per.ml.initial","rotifers.per.ml.initial","leafpack1.species1.mass.initial","leafpack2.species1.mass.initial","leafpack1.species2.mass.initial","leafpack2.species2.mass.initial","co2.final","methane.final","turbidity.final","oxygen.percent.final","oxygen.conc.final","ph.final","chlorophyll.final","bacteria.per.ml.final","amoeba.per.ml.final","algae.per.ml.final","ciliates.per.ml.final","flagellates.per.ml.final","rotifers.per.ml.final","leafpack1.species1.mass.final","leafpack2.species1.mass.final","leafpack1.species2.mass.final","leafpack2.species2.mass.final","water.volume.final","fpom.final","n15.bromeliad.final","final.bromeliad.percentn","final.bromeliad.percentc","species1","species2","decomp","sample_size_species","mean.depth","max.depth","min.depth","amplitude","net_fluc","tot_fluc","sd.depth","cv.depth","wetness","prop.overflow.days","prop.driedout.days","long_dry","long_wet","n_driedout","n_overflow","last_dry","last_wet","NA_NA_total_abundance","NA_NA_total_biomass","NA_NA_total_taxa","predator_engulfer_total_abundance","predator_engulfer_total_biomass","predator_engulfer_total_taxa","predator_piercer_total_abundance","predator_piercer_total_biomass","predator_piercer_total_taxa","prey_filter.feeder_total_abundance","prey_filter.feeder_total_biomass","prey_filter.feeder_total_taxa","prey_gatherer_total_abundance","prey_gatherer_total_biomass","prey_gatherer_total_taxa","prey_piercer_total_abundance","prey_piercer_total_biomass","prey_piercer_total_taxa","prey_scraper_total_abundance","prey_scraper_total_biomass","prey_scraper_total_taxa","prey_shredder_total_abundance","prey_shredder_total_biomass","prey_shredder_total_taxa","predator_biomass","prey_biomass","predator_abundance","prey_abundance","Coleoptera_bio","Diptera_bio","Ephemeroptera_bio","Haplotaxida_bio","Lepidoptera_bio","Odonata_bio","ord_NA_bio","Podocopida_bio","Trichoptera_bio","Hirudinea_bio","Neoptera_bio","Oligochaeta_bio","Palaeoptera_bio","Podocopa_bio","subclass_NA_bio","Aeolosomatidae_bio","Anisopodidae_bio","Calamoceratidae_bio","Candonidae_bio","Cecidomyiidae_bio","Ceratopogonidae_bio","Chironomidae_bio","Coenagrionidae_bio","Corethrellidae_bio","Culicidae_bio","Curculionidae_bio","Dolichopodidae_bio","Dytiscidae_bio","Elateridae_bio","Elmidae_bio","Empididae_bio","Enchytraeoidae_bio","Ephydridae_bio","family_NA_bio","Hydrophilidae_bio","Lampyridae_bio","Limnocytheridae_bio","Limoniidae_bio","Muscidae_bio","Naididae_bio","Periscelididae_bio","Phoridae_bio","Pseudostigmatidae_bio","Psychodidae_bio","Ptilodactylidae_bio","Scatopsidae_bio","Sciaridae_bio","Scirtidae_bio","Sphaeroceridae_bio","Stratiomyidae_bio","Syrphidae_bio","Tabanidae_bio","Tipulidae_bio","Anophelinae_bio","Calamoceratinae_bio","Candoninae_bio","Ceratopogoninae_bio","Chioneinae_bio","Chironominae_bio","Copelatinae_bio","Corethrellinae_bio","Culicinae_bio","Dasyheleniae_bio","Eristalinae_bio","Forcipomyiinae_bio","Hermetiinae_bio","Limoniinae_bio","Naidinae_bio","Orthocladiinae_bio","Pristininae_bio","Psychodinae_bio","Sphaeridiinae_bio","subfamily_NA_bio","Tabaninae_bio","Tanypodinae_bio","Timiriaseviinae_bio","Tipulinae_bio","Aelosoma_bio","Anopheles_bio","Atrichopogon_bio","Aulophorus_bio","Bezzia_bio","Bromeliagrion_bio","Candonopsis_bio","Cheilotrichia_bio","Chironomus_bio","Contacyphon_bio","Copelatus_bio","Corethrella_bio","Corynoneura_bio","Culex_bio","Culicoides_bio","Dero_bio","Elpidium_bio","Eristalis_bio","Forcipomyia_bio","genus_NA_bio","Haemagogus_bio","Harnischia_bio","Hermetia_bio","Larsia_bio","Leptagrion_bio","Limnophyes_bio","Mecistogaster_bio","Monopelopia_bio","Pericoma_bio","Phylloicus_bio","Polypedilum_bio","Pristina_bio","Sphaeromias_bio","Stenochironomus_bio","Stibasoma_bio","Stilobezzia_bio","Tanytarsus_bio","Tipula_bio","Toxorhynchites_bio","Trentepohlia_bio","Wyeomyia_bio","cv_max_temp","cv_mean_temp","cv_min_temp","max_temp","mean_temp","min_temp","sd_max_temp","sd_mean_temp","sd_min_temp","meso_predator_biomass","top_predator_biomass","mu.scalar.2","k.scalar.2","intended.mu.2","intended.k.2","change.k","change.mu","bacteria.per.nl.final","detritivore_total_biomass","PDratio","detChiron_bio","predCerato_bio","detCerato_bio","TipulidaeLimoniidae_bio","filtCulicidae","exposure","change_mean_temp","change_cv_temp","shredder_bio","filter.feeder_bio","scraper_bio","gatherer_bio","engulfer_bio","piercer_bio","totalbio"
"42","cardoso_DEC32","cardoso","mu0.4k0.5",0.4,0.5,3.02,0.1,"b",975,31,97,NA,37.54,NA,NA,5.4,-3.51696,650164.042547556,NA,NA,NA,NA,NA,222.4,222.3,NA,NA,NA,NA,239.1,NA,NA,4.76666666666667,40.3512,4478907.84866094,NA,NA,NA,NA,NA,179.4,170.8,NA,NA,482,220,-1.03387860811599,0.428978470451123,NA,0.212507119810225,NA,0.212507119810225,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.113924050632911,1,19,6.79722321003516,4,81,0.68974358974359,4,26,3.0875,2,233,34.5682796497372,14,0,0,0,43,15.7215885947047,3,7,3.76280701754386,2,7.48696679977875,57.1401752619858,100,309,15.3,41.7674622642579,0,0.626582278481012,0,3.79150892432087,2.83392405063292,0.421588594704685,0,2.72,57.0674622642579,0.626582278481012,3.79150892432087,0.421588594704685,0.113924050632911,0,0,0,0,0,0.257820512820513,7.56362044817928,3.79150892432087,0.285714285714286,3.0875,0,0,0,0,0,0.05,0,0.36,2.83392405063292,0,0,0.421588594704685,3.22526315789474,0,0.626582278481012,0,0,0,0,0,0,0,15.3,0,0,26.4,0,0.537543859649123,0,0,0,0.173076923076923,0,6.64397759103642,0,0.285714285714286,3.0875,0,26.4,0.0847435897435898,0,3.22526315789474,0,0.452976190476191,0,0,0,23.4995591130839,0,0.466666666666667,0.421588594704685,0,0,0,0.0847435897435898,0,0.096153846153846,0,0,0,1.08571428571429,0,0,0.285714285714286,0.357142857142858,3.0875,0.0769230769230768,0,0.421588594704685,0,0,46.2038835220964,0,0,0,0,3.79150892432087,0,0,0.466666666666667,0,0,5.5,0,0,0.00588235294117647,0,0,0.0523809523809524,0,0,3.22526315789474,0,9.76954276875147,10.3951269069706,13.4374145085192,23.4776119402985,20.5784060473134,18.1641791044776,2.29365533958896,2.13915142404993,2.44079603833849,3.40212454212454,6.51150892432087,0.16,0.25,9.1204,0.01,0.693147180559945,0.916290731874155,4.47890784866094,54.0526752619858,0.138512418922661,7.09695378151261,0.173076923076923,0.0847435897435898,3.76280701754386,3.0875,NA,-0.316143599381679,0.369940265082656,3.76280701754386,3.0875,15.7215885947047,34.5682796497372,6.79722321003516,0.68974358974359,64.6271420617645
"43","cardoso_DEC25","cardoso","mu0.6k0.5",0.6,0.5,4.53,0.1,"b",990,33,82,NA,39.78,NA,NA,5.4,-4.53696,353175.529285092,NA,NA,NA,NA,NA,219.5,218.3,NA,NA,NA,NA,328,NA,NA,4.66666666666667,100.6332,9840754.52053462,NA,NA,NA,NA,NA,166.8,168.8,NA,NA,697,396.000000000001,2.92976292857738,0.557354555104532,NA,0.233421646038919,NA,0.233421646038919,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,123,23.3191835433572,6,162,7.39217948717949,4,20,2.41507352941177,2,204,7.66770691123223,14,2,0.186666666666667,1,47,20.7468431771894,2,3,1.32508771929825,2,30.7113630305367,32.3413780037983,285,276,29.0533333333333,15.7826455976944,0,0.968354430379745,0,4.03156449573812,12.92,0.0468431771894094,0.25,12.92,45.0859789310277,0.968354430379745,4.03156449573812,0.0468431771894094,0,0,0,0.25,0,0.186666666666667,0.319871794871795,6.67732683982684,4.03156449573812,4.21428571428571,2.41507352941177,0,0,2.15333333333333,0,0,0.025,0,0.216,12.92,6.2,0,0.0468431771894094,1.07508771929825,0,0.968354430379745,0,0,0,0,0,0,0,20.7,0,0.653333333333333,0,0,0,0.158823529411765,0.25,0,0.153846153846154,0,5.15506493506494,1.82,4.21428571428571,2.25625,0,0,0.166025641025641,0,1.07508771929825,0,0.508928571428572,0,0,6.2,40.0342522594512,0,1.01333333333333,0.0468431771894094,0,0,0.158823529411765,0.166025641025641,0,0.153846153846154,0,0,0,1.52,0,1.82,4.21428571428571,0.471428571428572,2.25625,0,0,0.0468431771894094,0,0,42.2401877637131,0,0,0,0,4.03156449573812,0,0,1.01333333333333,0,0.25,3.58268398268399,0,0,0,0,0,0.0523809523809524,0,0,1.07508771929825,0,9.22576084099695,9.92047381145406,12.6604063380987,23.955223880597,21.194292958209,18.8880597014925,2.21005166414927,2.10257428244197,2.39130510759164,5.9664652014652,19.1048978290715,0.36,0.25,20.5209,0.01,0.693147180559945,0.510825623765991,9.84075452053462,29.7396378077199,1.0326744134915,5.66399350649351,0.153846153846154,0.166025641025641,1.07508771929825,2.41507352941177,NA,0.299743311513843,-0.10471283043384,1.32508771929825,2.41507352941177,20.7468431771894,7.66770691123223,23.3191835433572,7.39217948717949,63.052741034335
"44","cardoso_DEC03","cardoso","mu0.8k0.5",0.8,0.5,6.05,0.1,"b",890,30,109,NA,35.86,NA,NA,5,-5.65692,288961.796687803,NA,NA,NA,NA,NA,219.4,218.6,NA,NA,NA,NA,576.4,NA,NA,5,281.52,6244785.49508641,NA,NA,NA,NA,NA,174.2,168.7,NA,NA,611,297.916666666666,7.46578787834729,0.606845712698194,NA,0.217143611329576,NA,0.217143611329576,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.170886075949367,1,44,11.1117807995318,5,149,1.02423076923077,3,20,2.45514705882353,2,260,8.46240921426551,15,0,0,0,30,13.0968431771894,3,7,3.47526315789474,2,12.1360115687625,27.4896626081732,193,317,13.05,14.7710285003954,0,1.25316455696202,0,3.45463794238889,6.97088607594938,0.0468431771894094,0.25,6.80000000000001,28.0710285003954,1.25316455696202,3.45463794238889,0.0468431771894094,0.170886075949367,0,0,0.25,0,0,0.118333333333333,7.62280875986759,3.45463794238889,0.857142857142857,2.45514705882353,0,0,0,0,0,0.025,0,0.264,6.97088607594938,0,0,0.0468431771894094,3.22526315789474,0,1.25316455696202,0,0,0,0,0,0,0.11,13.05,0,0.0933333333333333,0,0,0,0,0.25,0,0.0192307692307692,0,6.05471352177235,0,0.857142857142857,2.45514705882353,0,0,0.0991025641025641,0,3.22526315789474,0,0.588095238095239,0,0,0,25.2210219086336,0,0.98,0.0468431771894094,0,0,0,0.0991025641025641,0,0.0192307692307692,0,0,0,0.108571428571429,0,0,0.857142857142857,0.471428571428572,2.1375,0,0,0.0468431771894094,0,0,21.8830506329114,0,0,0,0,3.45463794238889,0,0,0.98,0,0.25,5.86883116883117,0,0,0.00588235294117647,0,0,0.0714285714285714,0,0,3.22526315789474,0.31764705882353,9.62507547072568,10.0281739741741,13.2747025050708,23.8880597014925,21.0073430923881,18.5373134328358,2.29924377476066,2.10665291265631,2.46077321064148,2.34804029304029,10.2546379423889,0.64,0.25,36.6025,0.01,0.693147180559945,0.22314355131421,6.24478549508641,25.0345155493497,0.484771177011164,6.64280875986759,0.0192307692307692,0.0991025641025641,3.22526315789474,2.45514705882353,NA,0.112793445692947,0.00298733228616044,3.47526315789474,2.45514705882353,13.0968431771894,8.46240921426551,11.1117807995318,1.02423076923077,39.6256741769357
"45","cardoso_DEC12","cardoso","mu1k0.5",1,0.5,7.56,0.1,"b",1200,33,87,NA,44.73,NA,NA,5.4,-2.74584,971232.705534004,NA,NA,NA,NA,NA,222.8,198.8,NA,NA,NA,NA,206.5,NA,NA,4.76666666666667,40.7388,642137.325972895,NA,NA,NA,NA,NA,168.5,128.6,NA,NA,547,418,0.737303897496489,0.639622256043739,NA,0.298417524898042,NA,0.298417524898042,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0569620253164556,1,12,1.35809523809524,3,213,1.50012820512821,3,4,0.475,1,212,6.28054124145897,12,0,0,0,165,39.5785132382892,3,2,0.787543859649123,2,2.85822344322345,47.1215983393973,225,383,35.8833333333333,9.13679377639904,0,0.227848101265822,0,0,0.51029535864979,4.02851323828921,0.25,0.453333333333334,45.2701271097324,0.227848101265822,0,4.02851323828921,0.0569620253164556,0,0,0.25,0,0,0.166923076923077,6.59089826839827,0,0.571428571428571,0.475,0,0,0.333333333333334,0,0,0.075,0,0.72,0.51029535864979,0,0,4.02851323828921,0.537543859649123,0,0.227848101265822,0,0,0,0,0,0,0,35.55,0,0,0,0,0,0,0.25,0,0.0384615384615384,0,4.4369696969697,0,0.571428571428571,0.475,0,0,0.128461538461538,0,0.537543859649123,0,0.767261904761906,0,0,0,37.416476793249,0,1.38666666666667,4.02851323828921,0,0,0,0.128461538461538,0,0.0384615384615384,0,0,0,0.325714285714286,0,0,0.571428571428571,0.671428571428572,0.475,0,0,4.02851323828921,0,0,37.5123101265823,0,0,0,0,0,0,0,1.38666666666667,0,0.25,4.0922077922078,0,0,0,0,0,0.019047619047619,0,0,0.537543859649123,0,9.19277271508371,9.81018060874424,12.9026243121959,24.1940298507463,21.1708046304478,18.6940298507463,2.22410217479861,2.07689417057131,2.41202044045154,2.35155677655678,0.786666666666668,1,0.25,57.1536,0.01,0.693147180559945,0,0.642137325972895,46.6465983393973,0.0612739952102663,5.20423160173161,0.0384615384615384,0.128461538461538,0.537543859649123,0.475,NA,0.276254983752651,-0.215006033143652,0.787543859649123,0.475,39.5785132382892,6.28054124145897,1.35809523809524,1.50012820512821,49.9798217826207
"46","cardoso_DEC38","cardoso","mu0.6k1",0.6,1,4.53,0.19,"b",1180,41,98,NA,43.82,NA,NA,5.5,-3.81684,850831.956914086,NA,NA,NA,NA,NA,167.8,213.8,NA,NA,NA,NA,213,NA,NA,5,71.604,2600656.17019023,NA,NA,NA,NA,NA,127.8,160.6,NA,NA,609,775.000000000001,0.0387498918026363,0.408764096456256,NA,0.243604852763602,NA,0.243604852763602,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0569620253164556,1,35,7.56343524197875,6,192,29.9902564102564,4,15,1.78125,3,177,2.89579898334478,11,0,0,0,42,18.9,2,9,4.83789473684211,1,37.5536916522352,28.4149437201869,227,243,20.72,41.092903566248,0,0.626582278481012,0,3.52914952769303,0.0569620253164556,0,0,0,61.812903566248,0.626582278481012,3.52914952769303,0,0.0569620253164556,0,0,0,0,0,0.0935897435897435,3.365311942959,3.52914952769303,2.21428571428571,1.78125,0,0,1.82,0,0,0.1,0,0.072,0.0569620253164556,0,0,0,4.83789473684211,0,0.626582278481012,0,0,0,0.0285714285714286,0,0,0,18.9,0,0,0,28.6,0,0,0,0,0.0769230769230768,0,1.67102622867329,1.82,2.21428571428571,1.78125,0,0,0.0166666666666667,0,4.83789473684211,0,0.480952380952381,0,0,0,51.9132652600619,0,1.21333333333333,0,0,0,0,0.0166666666666667,0,0.0769230769230768,0,0,0,0.488571428571429,0,1.82,2.21428571428571,0.414285714285715,1.78125,0,0,0,0,0,48.4507823990356,0,0,0,0,3.52914952769303,0,0,1.21333333333333,0,0,0.751082251082252,0,0,0.0647058823529412,0,0,0.366666666666667,0,0,4.83789473684211,0,8.69679009610691,9.85994611046621,12.4685726922985,23.1492537313433,20.7582280901493,18.634328358209,2.01324200583012,2.04675010317638,2.32343477706488,4.44454212454212,33.949149527693,0.36,1,20.5209,0.0361,0,0.510825623765991,2.60065617019023,26.6336937201869,1.41000689002335,2.15197860962567,0.0769230769230768,0.0166666666666667,4.83789473684211,1.78125,NA,-0.136321556545859,-0.165240531421686,4.83789473684211,1.78125,18.9,2.89579898334478,7.56343524197875,29.9902564102564,65.968635372422
"47","cardoso_DEC08","cardoso","mu0.8k1",0.8,1,6.05,0.19,"b",960,32,85,NA,40.38,NA,NA,5,-5.09796,321068.662986448,NA,NA,NA,NA,NA,205.9,203,NA,NA,NA,NA,200.7,NA,NA,4.93333333333333,21.1344,8936411.11978946,NA,NA,NA,NA,NA,158.6,161.8,NA,NA,392,550,6.15527229335311,0.468183946093942,NA,0.216339415805176,NA,0.216339415805176,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.398734177215189,1,19,5.02960416241611,3,97,0.918589743589744,4,19,2.33639705882353,2,158,3.75829210786731,11,0,0,0,54,23.8968431771894,2,11,5.91298245614035,2,5.94819390600585,35.9045148000206,116,242,24.1166666666667,13.2711076593685,0,0.626582278481012,0,3.79150892432087,0.398734177215189,0.0468431771894094,0,0,37.3877743260352,0.626582278481012,3.79150892432087,0.0468431771894094,0.398734177215189,0,0,0,0,0,0.101923076923077,3.54404316271964,3.79150892432087,1.07142857142857,2.33639705882353,0,0,0.166666666666667,0,0,0.175,0,0.129333333333333,0.398734177215189,0,0.1,0.0468431771894094,3.22526315789474,0,0.626582278481012,0,0,0,0,0,0,0,23.85,0,0,0,0,2.68771929824561,0.31764705882353,0,0,0.0769230769230768,0,2.35487649605297,0,1.07142857142857,2.01875,0,0,0.025,0,3.22526315789474,0,0.622500000000001,0,0,0,31.9255446782627,0,0.566666666666667,0.0468431771894094,0,0,0.31764705882353,0.025,0,0.0769230769230768,0,0,0,0,0,0,1.07142857142857,0.557142857142858,2.01875,0,0,0.0468431771894094,0,0,28.1965357539418,0,0,0,0,3.79150892432087,0.00285714285714286,0,0.566666666666667,0,0,2.1991341991342,0,0,0.0176470588235294,0,0,0.138095238095238,0,0,3.22526315789474,0,8.93823622803741,10.3284028163334,13.5942386312859,23.3507462686567,20.5713499808955,18.1865671641791,2.08714486250217,2.12469189078462,2.4723253391376,2.26335164835165,4.05817559098753,0.64,1,36.6025,0.0361,0,0.22314355131421,8.93641111978946,33.5681177411971,0.177197719331931,2.97737649605297,0.0769230769230768,0.025,5.91298245614035,2.33639705882353,NA,-0.323199665799589,0.303216174445513,5.91298245614035,2.33639705882353,23.8968431771894,3.75829210786731,5.02960416241611,0.918589743589744,41.8527087060265
"48","cardoso_DEC49","cardoso","mu1.5k1",1.5,1,11.33,0.19,"b",1080,35,94,NA,36.33,NA,NA,5.4,-3.24972,754511.358018152,NA,NA,NA,NA,NA,158.3,207.2,NA,NA,NA,NA,137.5,NA,NA,5.4,25.2552,497656.427628994,NA,NA,NA,NA,NA,119.7,163.7,NA,NA,480,396,4.13089260387323,0.683072320331243,NA,0.226891446766684,NA,0.226891446766684,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,19,4.69235016243874,4,115,0.815897435897436,3,28,3.325,2,113,3.50232804537235,12,0,0,0,74,33.3,2,3,1.03754385964912,2,5.50824759833617,41.1648719050215,134,218,33.4666666666667,8.82543480204007,0,0.569620253164556,0,3.31139778148636,0,0,0.5,0,42.7921014687067,0.569620253164556,3.31139778148636,0,0,0,0,0.5,0,0,0.0192307692307692,3.36089826839827,3.31139778148636,1.21428571428571,3.325,0,0,0.166666666666667,0,0,0.05,0,0.168,0,0,0,0,0.537543859649123,0,0.569620253164556,0,0,0,0.0571428571428572,0,0,0,33.3,0,0.0933333333333333,0,0,0,0,0.5,0,0.0192307692307692,0,2.02554112554113,0,1.21428571428571,3.325,0,0,0,0,0.537543859649123,0,0.588690476190477,0,0,0,37.7161608917938,0,0.746666666666667,0,0,0,0,0,0,0.0192307692307692,0,0,0,0.814285714285715,0,0,1.21428571428571,0.542857142857143,3.325,0,0,0,0,0,34.4505964436407,0,0,0,0,3.31139778148636,0,0,0.746666666666667,0,0.5,1.20649350649351,0,0,0,0,0,0.00476190476190476,0,0,0.537543859649123,0,8.91988322657447,10.0804273288283,13.6472948335996,23.5,20.6856343279104,18.2089552238806,2.096172558245,2.08520033593217,2.48502980552113,2.12351648351648,3.47806444815302,2.25,1,128.3689,0.0361,0,0.405465108108164,0.497656427628994,37.8398719050215,0.145567289766782,2.6142316017316,0.0192307692307692,0,0.537543859649123,3.325,NA,-0.208915318784662,0.0552406869403761,1.03754385964912,3.325,33.3,3.50232804537235,4.69235016243874,0.815897435897436,46.6731195033576
"49","cardoso_DEC13","cardoso","mu2k1",2,1,15.11,0.19,"b",1180,33,78,NA,41.24,NA,NA,5.2,3.09672,537790.0105023,NA,NA,NA,NA,NA,179.8,210.3,NA,NA,NA,NA,264.1,NA,NA,5.23333333333333,92.2284,7151804.46802312,NA,NA,NA,NA,NA,140.8,155.2,NA,NA,423,1171.73913043478,4.56523103756412,0.632325912939157,NA,0.239457166175552,NA,0.239457166175552,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,7,3.69354063862921,3,71,14.933717948718,4,8,1.03014705882353,3,179,5.1134612259173,10,0,0,0,45,18.6373727087576,3,10,5.08789473684211,3,18.6272585873472,29.8688757303406,78,242,18.475,25.7027435742792,0,0.569620253164556,0,3.31139778148636,0,0.187372708757638,0.25,0,44.4277435742792,0.569620253164556,3.31139778148636,0.187372708757638,0,0,0,0.25,0,0,0.123717948717949,4.85226954418131,3.31139778148636,0.357142857142857,1.03014705882353,0,0,0.025,0,0,0.125,0,0.048,0,0,0,0.187372708757638,4.30035087719298,0,0.569620253164556,0,0,0,0.0285714285714286,0,0,0,18.45,0,0,0,14.3,0.537543859649123,0.31764705882353,0.25,0,0.115384615384615,0,3.28334097275274,0,0.357142857142857,0.7125,0,0,0.00833333333333333,0,4.30035087719298,0,1.17559523809524,0,0,0,37.3951333228715,0,0.393333333333334,0.187372708757638,0,0,0.31764705882353,0.00833333333333333,0,0.115384615384615,0,0,0,1.41142857142857,0,0,0.357142857142857,1.17142857142857,0.7125,0,0,0.187372708757638,0,0,34.0879022080518,0,0,0,0,3.31139778148636,0,0,0.393333333333334,0,0.25,1.81168831168831,0,0,0.0411764705882353,0,0,0.019047619047619,0,0,4.30035087719298,0,8.7126201046582,10.2897708139607,13.8924647638396,23.7537313432836,20.8084816301493,18.3432835820896,2.06957237262142,2.14114506960747,2.54833420817297,1.48252747252747,17.6113977814864,4,1,228.3121,0.0361,0,0.693147180559945,7.15180446802312,28.838728671517,0.64591122582129,4.45893621084798,0.115384615384615,0.00833333333333333,4.83789473684211,1.03014705882353,NA,-0.0860680165458589,0.26458417207278,5.08789473684211,1.03014705882353,18.6373727087576,5.1134612259173,3.69354063862921,14.933717948718,48.4961343176877
"50","cardoso_DEC15","cardoso","mu3k2",3,2,22.67,0.39,"b",852,25,85,NA,46.8,NA,NA,5,4.2942,1765877.64642546,NA,NA,NA,NA,NA,268,207.5,NA,NA,NA,NA,84.99,NA,NA,4.96666666666667,10.85076,1613370.0315069,NA,NA,NA,NA,NA,207.7,163,NA,NA,734,286,2.98234695085742,0.62394427042912,NA,0.219728915662651,NA,0.219728915662651,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.113924050632911,1,5,3.95621525766552,3,106,0.843461538461539,4,0,0,0,71,28.6569364622719,10,0,0,0,15,6.75,1,2,0.787543859649123,2,4.79967679612706,36.194480321921,111,88,7.18333333333333,29.5536742292795,0,0.455696202531645,0,3.55145335290361,0.113924050632911,0,0.25,0,36.9870075626128,0.455696202531645,3.55145335290361,0,0.113924050632911,0,0,0.25,0,0,0.0551282051282051,2.32057359307359,3.55145335290361,0.0714285714285714,0,0,0,0.333333333333334,0,0,0.025,0,0.144,0.113924050632911,0,0.1,0,0.537543859649123,0,0.455696202531645,0,0,0,0,0,0,0,6.75,0,0,26.4,0,0,0,0.25,0,0.0384615384615384,0,1.47688311688312,0,0.0714285714285714,0,0,26.4,0.0166666666666667,0,0.537543859649123,0,0.163690476190476,0,0,0,11.4734069394015,0,0.68,0,0,0,0,0.0166666666666667,0,0,0,0,0,0.488571428571429,0,0,0.0714285714285714,0.142857142857143,0,0.0384615384615384,0,0,0,0,34.3427869198312,0,0,0,0,3.55145335290361,0,0,0.68,0,0.25,0.935930735930737,0,0,0,0,0,0.0523809523809524,0,0,0.537543859649123,0,8.26040793872254,10.0455562600907,13.2722429904552,23.4253731343284,20.7256027550746,18.3507462686567,1.93503138206344,2.08200208500392,2.43555563533802,1.84155677655678,3.98478668623695,9,4,513.9289,0.1521,0.693147180559945,1.09861228866811,1.6133700315069,36.194480321921,0.132607976504643,1.64057359307359,0.0384615384615384,0.0166666666666667,0.537543859649123,0,NA,-0.168946891620486,0.0203696182027713,0.787543859649123,0,6.75,28.6569364622719,3.95621525766552,0.843461538461539,40.9941571180481
"51","cardoso_DEC43","cardoso","mu1k1",1,1,7.56,0.19,"c",1055,31,88,NA,33.52,NA,NA,5.4,-2.64996,642137.325972895,NA,NA,NA,NA,NA,205.7,185.6,NA,NA,NA,NA,185.5,NA,NA,5,42.7788,4928403.97684197,NA,NA,NA,NA,NA,152.2,141.1,NA,NA,543,418,0.962009479175574,0.507264515284289,NA,0.249925218555647,NA,0.249925218555647,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.227848101265822,1,33,6.13074019204685,4,198,1.3325641025641,2,14,1.6625,3,143,5.08842650288406,12,0,0,0,14,6.3,1,3,1.03754385964912,2,7.46330429461095,14.0884703625332,231,174,6.3,9.42302361518771,0,0.626582278481012,0,4.70216876347542,0.227848101265822,0,0.5,0,16.2230236151877,0.626582278481012,4.70216876347542,0,0.227848101265822,0,0,0.5,0,0,0.05,5.3752654698243,4.03156449573812,1.42857142857143,1.6625,0,0,0,0,0,0,0,0.312,0.89845236900312,0,0,0,0.537543859649123,0,0.626582278481012,0,0,0,0.0571428571428572,0,0,0,6.3,0,0,0,0,0,0,0.5,0,0.0192307692307692,0,3.76371785077668,0,1.42857142857143,1.6625,0,0,0.0307692307692308,0,0.537543859649123,0,0.298214285714286,0,0,0,12.2257420003651,0,1.31333333333333,0,0,0,0,0.0307692307692308,0,0.0192307692307692,0,0,0,1.30285714285714,0,0,1.42857142857143,0.285714285714286,1.6625,0,0,0,0,0,8.20667750462699,0,0,0,0,4.03156449573812,0,0,1.31333333333333,0,0.5,2.3978354978355,0,0,0.00588235294117647,0,0,0.0571428571428571,0,0,0.537543859649123,0,9.94404364001012,10.4656108522526,13.2709549320513,23.9776119402985,20.863850390597,18.4402985074627,2.38434419517556,2.18352939067606,2.4472037042611,2.9478021978022,4.70216876347542,1,1,57.1536,0.0361,0,0,4.92840397684197,12.4259703625332,0.600621446604631,4.06193213649096,0.0192307692307692,0.0307692307692308,0.537543859649123,1.6625,NA,-0.0306992560980959,0.440424210364659,1.03754385964912,1.6625,6.3,5.08842650288406,6.13074019204685,1.3325641025641,21.5517746571441
