site_brom.id,site,trt.name,mu.scalar,k.scalar,intended.mu,intended.k,temporal.block,maxvol,leaf.number,mean.diam,catchment.area,turbidity.initial,oxygen.percent.initial,oxygen.conc.initial,ph.initial,chlorophyll.initial,bacteria.per.ml..initial,amoeba.per.ml.initial,algae.per.ml.initial,ciliates.per.ml.initial,flagellates.per.ml.initial,rotifers.per.ml.initial,leafpack1.species1.mass.initial,leafpack2.species1.mass.initial,leafpack1.species2.mass.initial,leafpack2.species2.mass.initial,co2.final,methane.final,turbidity.final,oxygen.percent.final,oxygen.conc.final,ph.final,chlorophyll.final,bacteria.per.ml.final,amoeba.per.ml.final,algae.per.ml.final,ciliates.per.ml.final,flagellates.per.ml.final,rotifers.per.ml.final,leafpack1.species1.mass.final,leafpack2.species1.mass.final,leafpack1.species2.mass.final,leafpack2.species2.mass.final,water.volume.final,fpom.final,n15.bromeliad.final,final.bromeliad.percentn,final.bromeliad.percentc,species1,species2,decomp,sample_size_species,engulfer_bio,filter.feeder_bio,gatherer_bio,func_NA_bio,piercer_bio,scraper_bio,shredder_bio,engulfer_abd,filter.feeder_abd,gatherer_abd,func_NA_abd,piercer_abd,scraper_abd,shredder_abd,meso_pred_bio,trophic_NA_bio,prey_bio,top_pred_bio,meso_pred_ab,trophic_NA_abd,prey_abd,top_pred_ab,Coleoptera_bio,Diptera_bio,Ephemeroptera_bio,Haplotaxida_bio,ord_NA_bio,Odonata_bio,Podocopida_bio,Trichoptera_bio,Aeolosomatidae_bio,Anisopodidae_bio,Calamoceratidae_bio,Candonidae_bio,Cecidomyiidae_bio,Ceratopogonidae_bio,Chironomidae_bio,Coenagrionidae_bio,Corethrellidae_bio,Culicidae_bio,Curculionidae_bio,Dolichopodidae_bio,Dytiscidae_bio,Elateridae_bio,Elmidae_bio,Empididae_bio,Enchytraeoidae_bio,Ephydridae_bio,Hydrophilidae_bio,Lampyridae_bio,Limnocytheridae_bio,Limoniidae_bio,Muscidae_bio,family_NA_bio,Naididae_bio,Periscelididae_bio,Phoridae_bio,Pseudostigmatidae_bio,Psychodidae_bio,Ptilodactylidae_bio,Scatopsidae_bio,Sciaridae_bio,Scirtidae_bio,Sphaeroceridae_bio,Stratiomyidae_bio,Syrphidae_bio,Tabanidae_bio,Tipulidae_bio,Anophelinae_bio,Calamoceratinae_bio,Candoninae_bio,Ceratopogoninae_bio,Chioneinae_bio,Chironominae_bio,Copelatinae_bio,Copelatus_bio,Corethrellinae_bio,Culicinae_bio,Dasyheleniae_bio,Eristalinae_bio,Forcipomyiinae_bio,Limoniinae_bio,subfamily_NA_bio,Naidinae_bio,Orthocladiinae_bio,Pristininae_bio,Psychodinae_bio,Sphaeridiinae_bio,Tabaninae_bio,Tanypodinae_bio,Timiriaseviinae_bio,Tipulinae_bio,odonata_bio,odonata_ab,cv_max_temp,cv_mean_temp,cv_min_temp,max_temp,mean_temp,min_temp,sd_max_temp,sd_mean_temp,sd_min_temp,mean.depth,max.depth,min.depth,amplitude,net_fluc,tot_fluc,sd.depth,cv.depth,wetness,prop.overflow.days,prop.driedout.days,long_dry,long_wet,n_driedout,n_overflow,last_dry,last_wet,total_pred_bio,total_pred_ab
cardoso_DEC16,cardoso,mu0.8k2,0.8,2,6.05,0.39,c,1065,33,72,NA,14.35,NA,NA,5.7,-3.9474,529763.2939,NA,NA,NA,NA,NA,194.5,254.7,NA,NA,NA,NA,134.3,NA,NA,4.633333333,16.41588,3491621.71,NA,NA,NA,NA,NA,146.2,197.2,NA,NA,584,550,-3.524487536,0.475786991,NA,0.23704242,NA,0.23704242,1,7.059380217,2.6125,11.27837632,2.502700564,0.025,9.046843177,5.912982456,286,22,328,99,1,21,11,2.896428571,0.744224373,30.10917814,4.687951645,286,10,464,8,9,23.67767145,0,0.626582278,0.625400844,4.461284978,0.046843177,0,0,0,0,0,0,0.047692308,13.46124459,4.461284978,1.071428571,2.6125,0,0,0,0,0,0.025,0,0.168,0,0,0.046843177,5.912982456,0,0.784224373,0.626582278,0,0.033333333,0,0,0,0,0,9,0,0.186666667,0,0,0,0,0,0,0,0,10.42493506,0,0,1.071428571,2.6125,0,0,0.047692308,5.912982456,15.28509163,0,1.236309524,0,0,0,0,1.8,0.046843177,0,4.461284978,7,9.625512823,10.25267665,13.69243974,24.17164179,20.82276119,18.21641791,2.32664448,2.134890374,2.494272045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.584380217,294
cardoso_DEC06,cardoso,mu0.2k2,0.2,2,1.51,0.39,c,700,27,80,NA,46.76,NA,NA,5.6,2.7438,1115713.604,NA,NA,NA,NA,NA,250.5,201.6,NA,NA,NA,NA,226.7,NA,NA,5.3,54.57,5779235.934,NA,NA,NA,NA,NA,196.6,142.1,NA,NA,560,345.0184502,1.246953971,0.924379655,NA,0.255154275,NA,0.255154275,1,12.04952381,4.775,24.42578046,1.511484143,0,19.04052953,2.937719298,334,41,305,45,0,45,6,2.672380952,0.520055571,52.02760072,9.52,294,4,436,42,18.9,35.29071797,0.240055571,0.398734177,9.52,0,0.140529532,0.25,0,0,0.25,0,0,0.229102564,12.32746753,0,0.785714286,4.775,0,0,0,0,0,0,0,0.72,0,0,0.140529532,2.687719298,0,9.760055571,0.398734177,0,0,0,0.285714286,0,0,0,18.9,0,0.28,13.2,0,0,0.025,0.25,0,0,0,10.09246753,0,0,0.785714286,4.75,0,13.2,0.229102564,2.687719298,30.34450403,0,0.348333333,0,0,0,0,1.886666667,0.140529532,0,NA,NA,9.625512823,10.25267665,13.69243974,24.17164179,20.82276119,18.21641791,2.32664448,2.134890374,2.494272045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.19238095,336
cardoso_DEC24,cardoso,mu3k1,3,1,22.67,0.19,c,1000,29,76,NA,45.54,NA,NA,5.1,-2.88048,529763.2939,NA,NA,NA,NA,NA,161.5,214.3,NA,NA,NA,NA,172.3,NA,NA,5.1,28.8048,3636102.608,NA,NA,NA,NA,NA,124.2,146.1,NA,NA,365,141.4285714,1.324377975,0.487385483,NA,0.274602601,NA,0.274602601,1,1.904761905,0.11875,4.39339125,0.698114527,0.025,15.31843177,0.53754386,184,1,176,35,1,43,1,1.763095238,0.207257384,20.85897402,0.166666667,184,3,253,1,15.01666667,7.283046773,0,0.113924051,0.113924051,0,0.468431772,0,0,0,0,0,0,0.076025641,5.784393939,0,0.571428571,0.11875,0,0,0.166666667,0,0,0.025,0,0.048,0,0,0.468431772,0.53754386,0,0.113924051,0.113924051,0,0,0,0.028571429,0,0,0,14.85,0,0.093333333,0,0,0,0,0,0,0,0,4.011774892,0,0,0.571428571,0.11875,0,0,0.076025641,0.53754386,15.43941953,0,0.605952381,0,0,0,0,1.166666667,0.468431772,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.929761905,185
cardoso_DEC21,cardoso,mu0.1k0.5,0.1,0.5,0.76,0.1,c,1250,34,88,NA,31.07,NA,NA,5.7,-4.38192,2375908.106,NA,NA,NA,NA,NA,282.1,187.3,NA,NA,NA,NA,402,NA,NA,5.033333333,72.624,4262186.501,NA,NA,NA,NA,NA,211.3,140.9,NA,NA,558,455.7142857,0.185037907,0.440220197,NA,0.249352872,NA,0.249352872,1,5.237112067,3.325,6.852118715,2.025714286,0.038461538,6.3,0.25,115,28,163,35,2,14,1,3.74989011,0,16.96711871,3.311397781,141,0,216,1,6.3,14.16700882,0,0,0,3.311397781,0,0.25,0,0,0.25,0,0,0.046153846,7.484426407,3.311397781,3.071428571,3.325,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,0,0,0,0,0,0,0.25,0,0.038461538,0,6.698354978,0,0,3.071428571,3.325,0,0,0.007692308,0,9.851397781,0,0.146071429,0,0,0,0,0.64,0,0,3.311397781,1,9.708815125,10.44288969,13.99474146,24.08208955,20.79775231,18.28358209,2.338085553,2.171886331,2.558740044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.061287891,142
cardoso_DEC28,cardoso,mu1k2,1,2,7.56,0.39,c,1166,28,77,NA,34.93,NA,NA,5.4,-5.19588,866885.3901,NA,NA,NA,NA,NA,244.3,276.8,NA,NA,NA,NA,103.2,NA,NA,4.866666667,8.70264,4246133.068,NA,NA,NA,NA,NA,190.3,210.2,NA,NA,285,330,2.830862753,0.425070669,NA,0.230823321,NA,0.230823321,1,4.922937496,3.8,34.85834163,1.299095841,14.33846154,9.45,0.78754386,163,32,232,72,3,21,2,1.241318681,0.284810127,49.83874263,18.09150892,163,5,353,4,9.45,54.93955499,0,0.740506329,0.284810127,3.791508924,0,0.25,0,0,0.25,0,0,0.116025641,9.614556914,3.791508924,0.142857143,3.8,0,0,0,0,0,0,0,0,0,0,0,0.53754386,0,0.284810127,0.740506329,0,0,0,0.028571429,0,0,0,9.45,0,0,26.4,14.3,0,0,0.25,0,0.038461538,0,7.945271199,0,0,0.142857143,3.8,0,26.4,0.077564103,0.53754386,14.29539681,0,0.609285714,0,0,0,14.3,1.06,0,0,3.791508924,3,9.695351167,10.08221649,12.73355017,24.08208955,20.95664534,18.52985075,2.33484315,2.112894352,2.359507841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.33282761,167
cardoso_DEC48,cardoso,mu0.1k2,0.1,2,0.76,0.39,c,1070,32,82,NA,32.37,NA,NA,5.8,-4.73892,1003339.572,NA,NA,NA,NA,NA,250.7,176,NA,NA,NA,NA,356,NA,NA,4.8,70.9716,8733067.633,NA,NA,NA,NA,NA,200.8,130.7,NA,NA,643,308,2.378913872,0.584147886,NA,0.228214522,NA,0.228214522,1,6.846635877,3.169117647,13.4949437,1.04243956,0.025,15.3,1.325087719,304,25,351,59,1,34,3,3.429725275,0,34.23543478,3.538064448,308,0,467,2,15.3,21.54553981,0,0.569620253,0.226666667,3.311397781,0,0.25,0,0,0.25,0,0,0.130512821,15.28525019,3.311397781,1.428571429,3.169117647,0,0,0,0,0,0.025,0,0.432,0,0,0,1.075087719,0,0.226666667,0.569620253,0,0,0,0,0,0,0,15.3,0,0,0,0,0,0.317647059,0.25,0,0.096153846,0,12.65608352,0,0,1.428571429,2.851470588,0,0,0.034358974,1.075087719,19.8646847,0,0.749166667,0,0,0,0,1.88,0,0,3.311397781,1,10.15487912,10.3033197,13.38488965,24.41791045,21.10132374,18.60447761,2.479609291,2.174136846,2.490188799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.967789723,310
cardoso_DEC47,cardoso,mu2.5k0.5,2.5,0.5,18.89,0.1,c,1160,33,114,NA,32.61,NA,NA,5.6,-4.59204,850831.9569,NA,NA,NA,NA,NA,194.2,156.6,NA,NA,NA,NA,121.8,NA,NA,5.033333333,12.30732,2857511.101,NA,NA,NA,NA,NA,147,118.7,NA,NA,711,424.2857143,5.677458546,0.444707844,NA,0.242533142,NA,0.242533142,1,7.840080353,0.475,20.87254751,1.553772152,0.223076923,19.44368635,0,383,4,269,58,11,45,0,4.116410256,0.621772152,41.65180529,4.018175591,391,9,366,4,19.35,26.09187096,0,0.512658228,0.568438819,3.791508924,0.093686354,0,0,0,0,0,0,0.374102564,9.780768398,3.791508924,1.5,0.475,0,0,0,0,0,0.05,0,0.432,0,0,0.093686354,0,0,0.568438819,0.512658228,0,0,0,0,0,0,0,19.35,0,0.28,13.2,0,0,0,0,0,0.173076923,0,6.796363636,0,0,1.5,0.475,0,13.2,0.201025641,0,24.98460597,0,0.591071429,0,0,0,0,2.393333333,0.093686354,0,3.791508924,3,9.289620212,10.09531752,12.88012459,24.17164179,21.21002132,18.82089552,2.245453721,2.141218999,2.424154793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.134585847,395
cardoso_DEC34,cardoso,mu2k0.5,2,0.5,15.11,0.1,c,1125,32,64,NA,36.21,NA,NA,5,-3.64752,401335.8287,NA,NA,NA,NA,NA,187.8,214.1,NA,NA,NA,NA,199.6,NA,NA,4.9,25.806,3403327.828,NA,NA,NA,NA,NA,147.3,161.9,NA,NA,636,612.8571429,0.587849341,0.383070138,NA,0.229733128,NA,0.229733128,1,4.483435242,0.475,9.24848115,1.766295359,14.39333333,11.7,1.325087719,117,4,222,45,2,26,3,2.19047619,0.150295359,23.22171173,17.82914953,131,2,282,4,11.7,26.94412884,0,0.911392405,0.056962025,3.529149528,0,0.25,0,0,0.25,0,0.093333333,0.006666667,9.270422078,3.529149528,1.357142857,0.475,0,0,0,0,0,0,0,0.216,0,0,0,1.075087719,0,0.056962025,0.911392405,0,0,0,0.057142857,0,0,0,11.7,0,0.093333333,0,14.3,0,0,0.25,0,0,0,8.127445887,0,0,1.357142857,0.475,0,0,0.006666667,1.075087719,30.95731348,0,0.40297619,0,0,0,0,0.74,0,0,3.529149528,3,9.856089502,10.4715838,13.85782644,24.35820896,21.0049307,18.32835821,2.400766876,2.199548921,2.53991207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.01962572,135
cardoso_DEC40,cardoso,mu1.5k0.5,1.5,0.5,11.33,0.1,c,1000,34,93,NA,26.03,NA,NA,4.3,-6.31584,200667.9144,NA,NA,NA,NA,NA,171.5,188.1,NA,NA,NA,NA,255.8,NA,NA,5.066666667,78.4992,3371220.961,NA,NA,NA,NA,NA,133.5,145.4,NA,NA,385,682,-1.62354488,0.569016822,NA,0.224290628,NA,0.224290628,1,7.847643829,2.25625,12.17572588,0.833142857,0.063461538,32.4,6.162982456,227,19,349,42,3,72,12,2.546318681,0,53.82810119,5.364786686,220,0,494,10,32.4,23.43960975,0,0.284810127,1.813333333,3.551453353,0,0.25,0,0,0.25,0,0,0.307948718,13.19,3.551453353,1.142857143,2.25625,0,0,0,0,0,0.025,0,0.576,0,0,0,5.912982456,0,1.813333333,0.284810127,0,0,0,0.028571429,0,0,0,32.4,0,0,0,0,0,0,0.25,0,0.038461538,0,11.35333333,0,0,1.142857143,2.25625,0,0,0.269487179,5.912982456,38.67916824,0,0.496666667,0,0,0,0,1.34,0,0,3.551453353,2,9.744866525,10.52581179,14.05439427,24.41044776,21.05512615,18.43283582,2.378765553,2.216222952,2.590623422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.911105368,230
colombia_1,colombia,mu0.1k0.5,0.1,0.5,0.89,0.25,b,1194,24,81.051,2572,290.1,NA,NA,5.1,6579,NA,NA,NA,NA,NA,NA,4000,4000,3000,3000,1.828220519,0.410928739,262.1,25.4,NA,6.2,4564,1372279.087,NA,NA,NA,NA,NA,3510,3160,1130,2150,96,1972,7.142742518,0.470005288,46.43,0.16625,0.453333333,0.309791667,2,0,0,4.949851034,9.51149676,0,31.95509899,0.168,0,0,68,10,0,276,1,0,9.51149676,37.07295002,0,0,10,345,0,32.12309899,14.46134779,0,0,0,0,0,0,0,0,0,0,0,0,4.921251034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42449676,0,0.425,0,0,0,0,0.0286,0.168,0,0,31.95509899,0,0,8.662,0,0,0,0,0,0,0.42449676,4.921251034,0,0,0,0,0,0,0,0,41.21009899,0,0,0,0.0286,0,0,0,0,0,NA,NA,6.629652688,4.570427224,5.220201126,15.64615385,14.3071528,13.06153846,1.037285659,0.653898007,0.681838578,50.82786885,85.5,5,80.5,16,814,16.90714647,33.42771421,0.597066437,0.081967213,0.008196721,0,2.5,0.5,5,19,3,0,0
colombia_2,colombia,mu0.2k0.5,0.2,0.5,1.79,0.25,c,274,19,81.24,1366.672,238.4,NA,NA,5.4,5047,NA,NA,NA,NA,NA,NA,4000,4000,3000,3000,1.900206271,0.415615609,314.1,6.9,NA,5.4,6559,1989896.96,NA,NA,NA,NA,NA,3290,3180,2230,2040,76,2508.014337,7.973427613,0.680392245,44.62,0.19125,0.288333333,0.239791667,2,0,0,0.328256694,0.036371275,0.0483,0,0,0,0,13,3,1,0,0,0.0483,0.036371275,0.328256694,0,1,3,13,0,0,0.412927969,0,0,0,0,0,0,0,0,0,0,0,0.0566,0.291356694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022071275,0,0,0,0,0,0,0.0429,0,0,0,0,0,0,0,0,0,0,0,0,0.0483,0.022071275,0.291356694,0,0,0,0,0,0,0.0083,0,0.0143,0,0,0,0.0286,0,0,0,0,0,NA,NA,8.050740196,4.964034912,6.210317059,15.53846154,13.65596004,12.15384615,1.250961169,0.677886624,0.754792381,62.95901639,87,18.5,68.5,23.5,556.5,12.03707315,19.47407642,0.72265808,0.090163934,0.008196721,0,4,0.5,5.5,20,7,0.0483,1
colombia_3,colombia,mu0.4k0.5,0.4,0.5,3.57,0.25,c,330,19,93.7215,2249.43,219.3,NA,NA,5.1,5307,NA,NA,NA,NA,NA,NA,4000,4000,3000,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3190,3140,1840,1590,1,1333.333333,10.55096502,0.57825716,44.39,0.20875,0.428333333,0.318541667,2,0,0,1.172766443,0,0.0483,2.051896786,0,0,0,21,0,1,22,0,0.0483,0,3.224663229,0,1,0,43,0,2.051896786,1.221066443,0,0,0,0,0,0,0,0.701756175,0,0,0,0.0566,0.448410268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143,0,0,0,2.051896786,0,0,0,0,0,0,0,0,0.0483,0,0.448410268,0,0,0,0,0,0,0.0083,0,2.753652961,0,0,0,0.0143,0,0,0,0,0,NA,NA,6.252978203,4.439926792,5.444093081,15.63076923,14.17718426,12.93846154,0.977388593,0.629456603,0.704381889,35.01461749,88.5,1.5,87,-28,759,21.3342708,61.30904452,0.393817702,0.033060109,0.041256831,2,0,2.5,2,13,56,0.0483,1
colombia_4,colombia,mu0.6k0.5,0.6,0.5,5.36,0.25,c,582,30,101.0905,3702.489,185,NA,NA,5.1,4973,NA,NA,NA,NA,NA,NA,4000,4000,3000,3000,1.902626271,0.409778492,272.9,8.1,NA,6.4,5880,NA,NA,NA,NA,NA,NA,1580,2600,2300,2060,112,1547,4.198134818,0.712975172,44.67,0.4775,0.273333333,0.375416667,2,0,0,9.822565682,7.474843103,0.0483,2.991110372,0,0,0,140,5,1,22,0,0.0483,4.334243103,12.81367605,3.1406,1,4,162,1,2.991110372,14.20510879,0,0,0,3.1406,0,0,0,0,0,0,0,0.0483,9.822565682,3.1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220443103,0,0.425,0,0,0,0,0,0,0.0933,0,2.991110372,0,0,3.5955,0,0,0,0,0,0.0483,0.220443103,9.822565682,0,0,0,0,0,0,0,0,10.24551037,0,0,0,0,0,0,0,0,0,3.1406,1,6.330204839,4.259627115,5.476653447,15.32307692,13.97455887,12.86153846,0.969982157,0.595264099,0.704381889,59.03278689,83,19.5,63.5,18,633,13.91829249,23.57313337,0.711310714,0.172131148,0,0,3,0,10.5,65,4,3.1889,2
colombia_5,colombia,mu0.8k0.5,0.8,0.5,7.14,0.25,b,1726,42,106.3365,5195.003,230,NA,NA,4.7,2428,NA,NA,NA,NA,NA,NA,4000,4000,3000,3000,2.085026819,0.414060476,210,16.7,NA,5.7,3165,558165.0978,NA,NA,NA,NA,NA,3030,3420,2210,1870,454,3644.666667,3.92660337,0.629669628,46.77,0.19375,0.32,0.256875,2,0,0,9.188015989,2.999,0,6.14237998,0,0,0,102,1,0,31,0,0,2.999,15.33039597,0,0,1,133,0,6.14237998,12.18701599,0,0,0,0,0,0,0,0,0,0,0,0,6.518015989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14237998,0,0,5.669,0,0,0,0,0,0,0,6.518015989,0,0,0,0,0,2.67,0,0,9.14137998,0,0,0,0,0,0,0,0,0,NA,NA,6.058248198,5.08676449,5.087983291,15.46153846,14.12751723,13,0.936698375,0.71863353,0.661437828,73.02459016,107,32,75,-16.5,593.5,17.13142708,23.44865149,0.684907967,0.098360656,0,0,4,0,6,65,32,0,0
colombia_6,colombia,mu1k0.5,1,0.5,8.93,0.25,b,483,21,121.973,3295.27,242,NA,NA,5,3443,NA,NA,NA,NA,NA,NA,4000,4000,3000,3000,NA,NA,168,NA,NA,NA,5072,989515.2921,NA,NA,NA,NA,NA,3080,2510,2300,2150,20,2730,8.633148464,0.593240782,45.89,0.30125,0.258333333,0.279791667,2,0,0,6.613320054,0.517564013,0,1.405348394,0,0,0,43,3,0,7,0,0,0.517564013,8.018668448,0,0,3,50,0,1.405348394,7.130884067,0,0,0,0,0,0,0,0,0,0,0,0,6.613320054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425,0,0,0,0,0.0143,0,0,0,1.405348394,0,0,0,0,0.078264013,0,0,0,0,0,6.613320054,0,0,0,0,0,0,0,0,1.844648394,0,0,0,0,0,0,0,0,0.078264013,NA,NA,6.561349134,4.892493782,6.177968,15.12307692,13.84537055,12.70769231,0.992277877,0.677383893,0.785077164,48.35833333,78,15,63,-4,630,13.71771313,28.3681232,0.620440329,0.058333333,0,0,2,0,3.5,65,6,0,0
colombia_7,colombia,mu1.5k0.5,1.5,0.5,13.39,0.25,c,380,17,84.5115,2021.28,262.5,NA,NA,5.3,5343,NA,NA,NA,NA,NA,NA,4000,4000,3000,3000,1.888244824,0.408956449,NA,5.8,NA,6.4,NA,4707943.627,NA,NA,NA,NA,NA,2770,3100,1940,1200,21,2356.3125,7.182969399,0.735580985,44.59,0.26625,0.476666667,0.371458333,2,0,0,58.68539357,0.0933,0,0.644406162,0,0,0,18,1,0,4,0,0,0.0933,59.32979973,0,0,1,22,0,0.644406162,58.77869357,0,0,0,0,0,0,0,0,0,0,0,0,58.68539357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644406162,0,0.0933,0,0,0,0,0,0,0,0,58.68539357,0,0,0,0,0,0,0,0,0.737706162,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.12295082,74.5,14,60.5,12.5,578.5,12.73238335,24.86470789,0.689411083,0.155737705,0,0,3,0,9.5,65,8,0,0
colombia_8,colombia,mu2k0.5,2,0.5,17.85,0.25,c,988,26,103.062,2545.36,243.3,NA,NA,5,4268,NA,NA,NA,NA,NA,NA,4000,4000,3000,3000,1.954827142,0.415646283,155.5,6.3,NA,5.7,3828,532565.9282,NA,NA,NA,NA,NA,2900,2900,1970,2510,44.1,3107.5,10.07930484,0.525236838,45.75,0.275,0.253333333,0.264166667,2,0,0,5.390051211,0.0429,0,1.282856756,0,0,0,66,3,0,6,0,0,0.0429,6.672907967,0,0,3,72,0,1.282856756,5.432951211,0,0,0,0,0,0,0,0,0,0,0,0,5.390051211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429,0,0,0,1.282856756,0,0,0,0,0,0,0,0,0,0,5.390051211,0,0,0,0,0,0,0,0,1.325756756,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.74590164,94.5,16,78.5,-7.5,686.5,19.36314317,29.87282876,0.686438152,0.147540984,0,0,2.5,0,9,65,33,0,0
colombia_9,colombia,mu2.5k0.5,2.5,0.5,22.31,0.25,a,358,32,85.08,2264.281,298.5,NA,NA,5,6408,NA,NA,NA,NA,NA,NA,4000,4000,3000,3000,NA,NA,188.9,34,NA,6.1,4268,227303.7007,NA,NA,NA,NA,NA,3220,3730,1880,2310,47,2705.6,6.896352871,0.678458853,46.42,0.13125,0.301666667,0.216458333,2,0,0.654338074,1.262876345,4.5936,0,1.058816427,0,0,1,18,3,0,5,0,0,1.0233,2.976030846,3.5703,0,2,24,1,1.058816427,2.940514419,0,0,0,3.5703,0,0,0,0,0,0,0,0,1.262876345,3.5703,0,0.654338074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.058816427,0,0.0933,0.93,0,0,0,0,0,0,0,1.262876345,0,0,0,0.654338074,0,0,0,0,5.652416427,0,0,0,0,0,0,0,0,0,3.5703,1,5.707747384,4.410678327,4.517591213,15.33846154,14.28589744,12.8,0.875480637,0.630104982,0.578251675,39.00819672,79.5,8.5,71,-18,495,11.4466488,33.16241237,0.489720378,0.024590164,0.008196721,0,0,0.5,1.5,2,18,3.5703,1
colombia_10,colombia,mu3k0.5,3,0.5,26.78,0.25,b,354,20,66.4525,1424.007,262.2,NA,NA,4.2,3811,NA,NA,NA,NA,NA,NA,4000,4000,3000,3000,2.077231094,0.416017429,212.1,3,NA,5.7,5058,216675.6453,NA,NA,NA,NA,NA,3790,3390,2060,2160,135,1882.58,5.83034052,0.759270128,45.43,0.1025,0.296666667,0.199583333,2,0,0,0.93436902,0.300364394,0,1.878305312,0,0,0,16,1,0,13,0,0,0.300364394,2.812674332,0,0,1,29,0,1.878305312,1.234733414,0,0,0,0,0,0,0,0,0,0,0,0,0.93436902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300364394,0,0,0,0,0,0,0,0,0,0,1.878305312,0,0,0,0,0,0,0,0,0,0.300364394,0.93436902,0,0,0,0,0,0,0,0,1.878305312,0,0,0,0,0,0,0,0,0,NA,NA,5.222681177,4.071843217,4.425234127,15.11538462,13.91025641,12.78461538,0.789428347,0.566403832,0.565749163,67.70491803,93.5,28.5,65,16.5,602.5,15.80695471,23.35256113,0.724134374,0.18852459,0,0,7.5,0,11.5,65,6,0,0
colombia_11,colombia,mu0.1k1,0.1,1,0.89,0.49,b,202,20,117.824,1617.891,302.7,NA,NA,4.8,7085,NA,NA,NA,NA,NA,NA,4000,4000,3000,3000,1.899813714,0.416854808,NA,4,NA,6.3,5172,156994.8097,NA,NA,NA,NA,NA,2960,2780,2100,1980,65,2893.928571,6.230597988,0.619771069,45.54,0.2825,0.32,0.30125,2,0,0.687748985,4.327990944,1.487422532,0,0.097304254,0.168,0,1,40,3,0,5,1,0,1.487422532,5.281044183,0,0,3,47,0,0.265304254,6.503162461,0,0,0,0,0,0,0,1.686372279,0,0,0,0.0166,2.625018665,0,0,2.000135985,0,0,0,0,0,0,0,0,0,0,0,0.175035532,0,0,0,0,0,0,0,0.168,0,0,0.097304254,0,0,0,0,0,0,0,0,0,0.175035532,2.625018665,0,0,0,2.000135985,0,0,0.0166,0,1.951676533,0,0,0,0,0,0,0,0,0,NA,NA,6.076172504,4.233768764,5.310113146,15.59230769,13.67403846,12.06153846,0.947415513,0.578927169,0.640481339,58.95901639,85.5,17.5,68,18.5,886.5,15.43737758,26.11502706,0.691392426,0.106557377,0,0,6,0,6.5,65,4,0,0
